   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
   719590    0.442    0.000    1.569    0.000 abc.py:117(__instancecheck__)
61311/61237    0.015    0.000    0.051    0.000 abc.py:121(__subclasscheck__)
  5947900    6.316    0.000  181.399    0.000 activation.py:140(forward)
  1659720    1.989    0.000   41.259    0.000 activation.py:426(forward)
  1154510   54.549    0.000   76.896    0.000 adam.py:138(_init_group)
  1154510    9.769    0.000  705.751    0.001 adam.py:213(step)
  1154510   28.820    0.000  515.040    0.000 adam.py:544(_multi_tensor_adam)
  1154510    9.811    0.000   53.934    0.000 adam.py:758(<listcomp>)
  1154510    7.752    0.000   42.841    0.000 adam.py:761(<listcomp>)
  1154510    1.974    0.000    1.974    0.000 adam.py:765(<listcomp>)
  1154510    1.480    0.000    1.480    0.000 adam.py:767(<listcomp>)
  1154510   27.128    0.000  584.756    0.001 adam.py:885(adam)
 16987790    4.088    0.000    5.242    0.000 adam.py:934(<genexpr>)
  1002001   65.296    0.000  311.023    0.000 af.py:170(record_history)
     1001    0.012    0.000    0.014    0.000 af.py:179(reset_episode_data)
      500    0.003    0.000    0.011    0.000 af.py:197(record_episode_data)
      200    0.002    0.000   49.903    0.250 af.py:205(plot_episode_history)
      501    0.003    0.000    0.006    0.000 af.py:23(__init__)
      200    0.003    0.000   74.076    0.370 af.py:265(plot_compare_no_control)
      600    0.015    0.000   74.071    0.123 af.py:369(plot_data)
      100    0.003    0.000    2.975    0.030 af.py:42(save_datasets)
    11725    0.016    0.000    0.074    0.000 artist.py:1013(set_alpha)
   209750    0.139    0.000    0.416    0.000 artist.py:102(_stale_axes_callback)
    76025    0.033    0.000    0.117    0.000 artist.py:1055(set_visible)
      600    0.000    0.000    0.000    0.000 artist.py:1088(set_in_layout)
     3000    0.001    0.000    0.001    0.000 artist.py:1101(get_label)
     1400    0.002    0.000    0.004    0.000 artist.py:1105(set_label)
     1200    0.001    0.000    0.001    0.000 artist.py:1120(get_zorder)
    25850    0.023    0.000    0.094    0.000 artist.py:1124(set_zorder)
   227400    0.025    0.000    0.025    0.000 artist.py:1140(sticky_edges)
    53150    0.165    0.000    0.368    0.000 artist.py:1167(update_from)
   204550    0.927    0.000    3.991    0.000 artist.py:1188(_update_props)
    29650    0.012    0.000    0.638    0.000 artist.py:1215(update)
   174900    0.072    0.000    3.437    0.000 artist.py:1226(_internal_update)
   132725    0.116    0.000    3.185    0.000 artist.py:1237(set)
    41700    0.061    0.000    1.218    0.000 artist.py:1243(_cm_set)
    20850    0.019    0.000    0.030    0.000 artist.py:1248(<dictcomp>)
     2600    0.001    0.000    0.001    0.000 artist.py:1362(get_mouseover)
   132725    0.100    0.000    3.286    0.000 artist.py:146(<lambda>)
    85950    0.360    0.000    1.008    0.000 artist.py:179(__init__)
   116700    0.043    0.000    0.138    0.000 artist.py:268(convert_xunits)
   117025    0.033    0.000    0.091    0.000 artist.py:280(convert_yunits)
  1010000    0.112    0.000    0.112    0.000 artist.py:292(axes)
   112275    0.028    0.000    0.028    0.000 artist.py:297(axes)
8400/1200    0.015    0.000    2.671    0.002 artist.py:30(draw_wrapper)
2821850/2448350    0.598    0.000    0.910    0.000 artist.py:315(stale)
   462425    0.184    0.000    1.024    0.000 artist.py:414(pchanged)
     3400    0.001    0.000    0.001    0.000 artist.py:427(is_transform_set)
    74425    0.047    0.000    0.242    0.000 artist.py:435(set_transform)
   111300    0.053    0.000    0.068    0.000 artist.py:448(get_transform)
122700/1200    0.234    0.000   52.577    0.044 artist.py:53(draw_wrapper)
    18250    0.003    0.000    0.003    0.000 artist.py:594(get_url)
    67950    0.011    0.000    0.011    0.000 artist.py:608(get_gid)
    11600    0.008    0.000    0.018    0.000 artist.py:622(get_snap)
      600    0.000    0.000    0.000    0.000 artist.py:633(set_snap)
    26650    0.005    0.000    0.005    0.000 artist.py:661(get_sketch_params)
    46900    0.009    0.000    0.009    0.000 artist.py:720(get_path_effects)
   523050    0.160    0.000    0.198    0.000 artist.py:723(get_figure)
    86150    0.060    0.000    0.249    0.000 artist.py:738(set_figure)
     4400    0.005    0.000    0.020    0.000 artist.py:766(set_clip_box)
     7600    0.033    0.000    0.520    0.000 artist.py:784(set_clip_path)
    20250    0.003    0.000    0.003    0.000 artist.py:846(get_alpha)
   325700    0.042    0.000    0.042    0.000 artist.py:853(get_visible)
     8000    0.002    0.000    0.002    0.000 artist.py:857(get_animated)
      800    0.000    0.000    0.000    0.000 artist.py:896(get_clip_on)
      800    0.000    0.000    0.000    0.000 artist.py:904(get_clip_path)
     4800    0.003    0.000    0.014    0.000 artist.py:918(set_clip_on)
     1200    0.002    0.000   52.580    0.044 artist.py:92(draw_wrapper)
    46900    0.036    0.000    0.240    0.000 artist.py:935(_set_gc_clip)
   245400    0.033    0.000    0.033    0.000 artist.py:945(get_rasterized)
   245400    0.033    0.000    0.033    0.000 artist.py:972(get_agg_filter)
     6000    0.017    0.000    0.028    0.000 axis.py:1045(_translate_tick_params)
     6000    0.006    0.000    0.006    0.000 axis.py:1098(<dictcomp>)
     1200    0.005    0.000    1.464    0.001 axis.py:1115(set_clip_path)
     1200    0.002    0.000    0.014    0.000 axis.py:1158(get_inverted)
     2400    0.027    0.000    0.273    0.000 axis.py:1195(_set_lim)
     2400    0.003    0.000    0.010    0.000 axis.py:1271(_set_artist_props)
    10800    0.332    0.000   19.785    0.002 axis.py:1276(_update_ticks)
     7200    0.012    0.000    7.124    0.001 axis.py:1328(_get_ticklabel_bboxes)
     7200    0.055    0.000    7.092    0.001 axis.py:1332(<listcomp>)
     7200    0.015    0.000    0.021    0.000 axis.py:1334(<listcomp>)
     1200    0.017    0.000   12.155    0.010 axis.py:1337(get_tightbbox)
     2400    0.001    0.000    0.045    0.000 axis.py:1362(<genexpr>)
     1200    0.008    0.000    0.018    0.000 axis.py:1381(<listcomp>)
     2400    0.041    0.000   27.167    0.011 axis.py:1396(draw)
    11125    0.002    0.000    0.002    0.000 axis.py:152(<dictcomp>)
    10800    0.018    0.000    2.165    0.000 axis.py:1523(get_majorticklocs)
    10800    0.118    0.000    2.610    0.000 axis.py:1527(get_minorticklocs)
    11125    0.029    0.000   10.484    0.001 axis.py:1585(_get_tick)
    21600    0.061    0.000    0.540    0.000 axis.py:1594(_get_tick_label_size)
     8725    0.034    0.000    3.306    0.000 axis.py:1606(_copy_tick_props)
     3600    0.002    0.000    0.003    0.000 axis.py:1628(get_major_locator)
    10800    0.030    0.000   11.727    0.001 axis.py:1644(get_major_ticks)
    10800    0.011    0.000    0.012    0.000 axis.py:1670(get_minor_ticks)
     3600    0.013    0.000    1.379    0.000 axis.py:1696(grid)
     3600    0.001    0.000    0.001    0.000 axis.py:1727(<dictcomp>)
     4000    0.005    0.000    0.092    0.000 axis.py:1738(update_units)
     2400    0.001    0.000    0.001    0.000 axis.py:1797(have_units)
    20800    0.013    0.000    0.076    0.000 axis.py:1800(convert_units)
     1200    0.002    0.000    0.042    0.000 axis.py:1878(set_label_text)
    11125    0.014    0.000    0.023    0.000 axis.py:189(_set_labelrotation)
     1200    0.001    0.000    0.011    0.000 axis.py:1906(set_major_formatter)
     1200    0.001    0.000    0.009    0.000 axis.py:1932(set_minor_formatter)
     2400    0.008    0.000    0.019    0.000 axis.py:1946(_set_formatter)
     1200    0.004    0.000    0.010    0.000 axis.py:1972(set_major_locator)
     1200    0.004    0.000    0.008    0.000 axis.py:1988(set_minor_locator)
     1200    0.001    0.000    0.002    0.000 axis.py:2004(set_pickradius)
    22250    0.011    0.000    0.023    0.000 axis.py:201(_pad)
    11125    0.010    0.000    0.019    0.000 axis.py:205(_apply_tickdir)
    22250    0.012    0.000    0.012    0.000 axis.py:220(get_tick_padding)
     3600    0.025    0.000    6.407    0.002 axis.py:2223(_get_tick_boxes_siblings)
     1200    0.002    0.000    0.010    0.000 axis.py:2282(_get_ticks_position)
     3600    0.006    0.000    0.007    0.000 axis.py:2298(<genexpr>)
     1200    0.000    0.000    0.000    0.000 axis.py:2319(get_label_position)
     2400    0.004    0.000    0.358    0.000 axis.py:234(set_clip_path)
    66000    0.045    0.000    0.793    0.000 axis.py:2345(getter)
     2400    0.003    0.000    0.046    0.000 axis.py:2349(setter)
      600    0.002    0.000    0.213    0.000 axis.py:2374(__init__)
     1200    0.007    0.000    0.128    0.000 axis.py:2378(_init)
     1200    0.015    0.000    3.090    0.003 axis.py:2438(_update_label_position)
     1200    0.007    0.000    0.179    0.000 axis.py:2464(_update_offset_text_position)
     1200    0.002    0.000    0.012    0.000 axis.py:2551(get_ticks_position)
     1200    0.001    0.000    0.002    0.000 axis.py:2564(get_minpos)
     7200    0.056    0.000    0.692    0.000 axis.py:2580(get_tick_space)
      600    0.001    0.000    0.566    0.001 axis.py:2598(__init__)
     1200    0.008    0.000    0.138    0.000 axis.py:2602(_init)
    90300    0.012    0.000    0.012    0.000 axis.py:264(get_loc)
     2400    0.026    0.000    7.049    0.003 axis.py:2665(_update_label_position)
    15050    0.071    0.000    8.632    0.001 axis.py:268(draw)
     2400    0.014    0.000    0.056    0.000 axis.py:2691(_update_offset_text_position)
     1200    0.001    0.000    0.002    0.000 axis.py:2794(get_minpos)
    14400    0.109    0.000    1.395    0.000 axis.py:2810(get_tick_space)
    55625    0.038    0.000    0.188    0.000 axis.py:293(_set_artist_props)
     6000    0.044    0.000    0.375    0.000 axis.py:302(_apply_params)
    30000    0.005    0.000    0.005    0.000 axis.py:310(<genexpr>)
     6000    0.001    0.000    0.001    0.000 axis.py:327(<dictcomp>)
     6000    0.001    0.000    0.001    0.000 axis.py:340(<dictcomp>)
     6000    0.001    0.000    0.001    0.000 axis.py:345(<dictcomp>)
     5400    0.049    0.000    5.618    0.001 axis.py:367(__init__)
     5400    0.007    0.000    0.120    0.000 axis.py:389(_get_text1_transform)
     5400    0.006    0.000    0.099    0.000 axis.py:392(_get_text2_transform)
     5400    0.015    0.000    0.212    0.000 axis.py:395(_apply_tickdir)
    34200    0.069    0.000    0.385    0.000 axis.py:406(update_position)
     5725    0.050    0.000    4.835    0.001 axis.py:428(__init__)
     5725    0.007    0.000    0.127    0.000 axis.py:450(_get_text1_transform)
     5725    0.006    0.000    0.104    0.000 axis.py:453(_get_text2_transform)
     5725    0.016    0.000    0.224    0.000 axis.py:456(_apply_tickdir)
    67225    0.156    0.000    0.749    0.000 axis.py:467(update_position)
     2400    0.001    0.000    0.001    0.000 axis.py:494(__init__)
    36000    0.007    0.000    0.007    0.000 axis.py:500(locator)
     2400    0.001    0.000    0.001    0.000 axis.py:504(locator)
    28800    0.006    0.000    0.006    0.000 axis.py:511(formatter)
     2400    0.001    0.000    0.001    0.000 axis.py:515(formatter)
     2400    0.004    0.000    2.101    0.001 axis.py:534(__get__)
    11125    0.269    0.000    8.092    0.001 axis.py:59(__init__)
     1200    0.016    0.000    0.638    0.001 axis.py:612(__init__)
     2400    0.001    0.000    0.001    0.000 axis.py:673(isDefault_majloc)
     2400    0.001    0.000    0.001    0.000 axis.py:681(isDefault_majfmt)
     2400    0.000    0.000    0.000    0.000 axis.py:689(isDefault_minloc)
     2400    0.000    0.000    0.000    0.000 axis.py:697(isDefault_minfmt)
     4800    0.005    0.000    0.032    0.000 axis.py:701(_get_shared_axes)
    10800    0.023    0.000    0.056    0.000 axis.py:711(_get_axis_name)
    21600    0.005    0.000    0.005    0.000 axis.py:713(<genexpr>)
    10800    0.004    0.000    0.004    0.000 axis.py:722(get_remove_overlapping_locs)
   103500    0.035    0.000    0.145    0.000 axis.py:753(get_transform)
     4400    0.002    0.000    0.002    0.000 axis.py:757(get_scale)
     1200    0.004    0.000    0.214    0.000 axis.py:761(_set_scale)
     2400    0.003    0.000    0.007    0.000 axis.py:805(limit_range_for_scale)
     2400    0.001    0.000    0.001    0.000 axis.py:812(_get_autoscale_on)
     2400    0.001    0.000    0.001    0.000 axis.py:816(_set_autoscale_on)
     1200    0.010    0.000    0.481    0.000 axis.py:845(clear)
     3600    0.008    0.000    0.009    0.000 axis.py:888(reset_ticks)
     6000    0.026    0.000    1.549    0.000 axis.py:946(set_tick_params)
    20250    3.585    0.000    4.661    0.000 backend_agg.py:185(draw_text)
    11955    1.349    0.000    1.875    0.000 backend_agg.py:206(get_text_width_height_descent)
    20250    0.007    0.000    0.007    0.000 backend_agg.py:244(get_canvas_width_height)
    32205    0.224    0.000    1.319    0.000 backend_agg.py:248(_prepare_font)
    62100    0.015    0.000    0.015    0.000 backend_agg.py:258(points_to_pixels)
      600    0.002    0.000    0.002    0.000 backend_agg.py:262(buffer_rgba)
     1200    0.196    0.000    0.196    0.000 backend_agg.py:268(clear)
     2400    0.001    0.000    0.001    0.000 backend_agg.py:271(option_image_nocomposite)
     1200    0.013    0.000   53.132    0.044 backend_agg.py:375(draw)
     1200    0.009    0.000    0.342    0.000 backend_agg.py:387(get_renderer)
      600    0.001    0.000    0.002    0.000 backend_agg.py:405(buffer_rgba)
    32205    0.077    0.000    0.101    0.000 backend_agg.py:41(get_hinting_flag)
      600    0.011    0.000   47.623    0.079 backend_agg.py:424(_print_pil)
      600    0.001    0.000   47.624    0.079 backend_agg.py:434(print_png)
      600    0.280    0.000    0.305    0.001 backend_agg.py:63(__init__)
      600    0.003    0.000    0.003    0.000 backend_agg.py:85(_update_methods)
    11600    5.403    0.000    5.483    0.000 backend_agg.py:93(draw_path)
     1200    0.001    0.000    0.001    0.000 backend_bases.py:1182(__init__)
     1200    0.002    0.000    0.007    0.000 backend_bases.py:1187(_process)
     1200    0.002    0.000    0.003    0.000 backend_bases.py:1215(__init__)
      600    0.002    0.000    0.005    0.000 backend_bases.py:150(__init__)
    67950    0.007    0.000    0.007    0.000 backend_bases.py:157(open_group)
    67950    0.006    0.000    0.006    0.000 backend_bases.py:164(close_group)
     1200    0.000    0.000    0.000    0.000 backend_bases.py:1682(<lambda>)
     1200    0.009    0.000    0.010    0.000 backend_bases.py:1711(__init__)
     3600    0.001    0.000    0.001    0.000 backend_bases.py:1732(<lambda>)
      600    0.002    0.000    0.039    0.000 backend_bases.py:1774(new_manager)
     1200    0.001    0.000    0.001    0.000 backend_bases.py:1787(_idle_draw_cntx)
     1200    0.001    0.000    0.001    0.000 backend_bases.py:1795(is_saving)
     1200    0.000    0.000    0.000    0.000 backend_bases.py:1868(draw)
      600    0.002    0.000   19.189    0.032 backend_bases.py:1878(draw_idle)
     1200    0.006    0.000    0.052    0.000 backend_bases.py:1989(_switch_canvas_and_return_print_method)
      600    0.002    0.000   47.626    0.079 backend_bases.py:2042(<lambda>)
      600    0.000    0.000    0.000    0.000 backend_bases.py:2043(<dictcomp>)
      600    0.016    0.000   47.791    0.080 backend_bases.py:2051(print_figure)
     1800    0.001    0.000    0.026    0.000 backend_bases.py:2229(mpl_connect)
      600    0.001    0.000    0.018    0.000 backend_bases.py:2292(mpl_disconnect)
      600    0.005    0.000    0.032    0.000 backend_bases.py:2611(__init__)
      600    0.000    0.000    0.000    0.000 backend_bases.py:2642(notify_axes_change)
      600    0.001    0.000    0.036    0.000 backend_bases.py:2648(create_with_canvas)
      600    0.000    0.000    0.000    0.000 backend_bases.py:2723(destroy)
      600    0.000    0.000    0.000    0.000 backend_bases.py:2736(set_window_title)
      600    0.001    0.000    0.039    0.000 backend_bases.py:3506(new_figure_manager_given_figure)
      600    0.001    0.000    0.001    0.000 backend_bases.py:3511(draw_if_interactive)
    20250    0.003    0.000    0.003    0.000 backend_bases.py:586(flipy)
    46900    0.027    0.000    0.481    0.000 backend_bases.py:604(new_gc)
    46900    0.149    0.000    0.454    0.000 backend_bases.py:680(__init__)
    46900    0.005    0.000    0.005    0.000 backend_bases.py:721(restore)
    20250    0.004    0.000    0.004    0.000 backend_bases.py:734(get_antialiased)
    46900    0.010    0.000    0.010    0.000 backend_bases.py:748(get_clip_path)
    46900    0.008    0.000    0.008    0.000 backend_bases.py:763(get_dashes)
    46900    0.005    0.000    0.005    0.000 backend_bases.py:800(get_snap)
    28650    0.022    0.000    0.030    0.000 backend_bases.py:811(set_alpha)
    46900    0.018    0.000    0.018    0.000 backend_bases.py:828(set_antialiased)
    26650    0.013    0.000    0.032    0.000 backend_bases.py:833(set_capstyle)
     1600    0.000    0.000    0.000    0.000 backend_bases.py:844(set_clip_rectangle)
    46900    0.047    0.000    0.203    0.000 backend_bases.py:848(set_clip_path)
    11600    0.003    0.000    0.003    0.000 backend_bases.py:853(set_dashes)
    75550    0.029    0.000    0.061    0.000 backend_bases.py:883(set_foreground)
    26650    0.014    0.000    0.033    0.000 backend_bases.py:903(set_joinstyle)
    26650    0.009    0.000    0.009    0.000 backend_bases.py:914(set_linewidth)
    46900    0.008    0.000    0.008    0.000 backend_bases.py:918(set_url)
    26650    0.005    0.000    0.005    0.000 backend_bases.py:926(set_snap)
    46900    0.005    0.000    0.005    0.000 backend_bases.py:941(get_hatch)
    46900    0.022    0.000    0.027    0.000 backend_bases.py:945(get_hatch_path)
    46900    0.005    0.000    0.005    0.000 backend_bases.py:952(get_hatch_color)
    46900    0.005    0.000    0.005    0.000 backend_bases.py:960(get_hatch_linewidth)
    46900    0.004    0.000    0.004    0.000 backend_bases.py:968(get_sketch_params)
      600    0.003    0.000    0.301    0.001 backend_inline.py:20(new_figure_manager)
      600    0.004    0.000    0.057    0.000 backend_inline.py:29(new_figure_manager_given_figure)
     7800    0.002    0.000    0.002    0.000 cbook.py:120(__init__)
      600    0.000    0.000    0.000    0.000 cbook.py:123(__call__)
     1200    0.001    0.000    0.001    0.000 cbook.py:126(__eq__)
    21600    0.006    0.000    0.007    0.000 cbook.py:129(__hash__)
     9600    0.019    0.000    0.044    0.000 cbook.py:133(_weak_or_strong_ref)
   131675    0.118    0.000    0.184    0.000 cbook.py:1334(is_math_text)
   128300    0.062    0.000    0.143    0.000 cbook.py:1347(_to_unmasked_float_array)
     1600    0.002    0.000    0.003    0.000 cbook.py:1358(_check_1d)
    91350    0.067    0.000    0.067    0.000 cbook.py:152(__init__)
     9000    0.004    0.000    0.006    0.000 cbook.py:158(__setitem__)
    29375    0.005    0.000    0.005    0.000 cbook.py:1643(<lambda>)
    16200    0.009    0.000    0.014    0.000 cbook.py:169(__getitem__)
     8000    0.010    0.000    0.022    0.000 cbook.py:1705(_safe_first_finite)
     4000    0.002    0.000    0.003    0.000 cbook.py:1715(safe_isfinite)
     1600    0.001    0.000    0.003    0.000 cbook.py:1744(sanitize_sequence)
   163175    0.609    0.000    0.976    0.000 cbook.py:1752(normalize_kwargs)
     1200    0.002    0.000    0.003    0.000 cbook.py:179(pop)
   163175    0.242    0.000    0.242    0.000 cbook.py:1791(<dictcomp>)
   102325    0.030    0.000    0.039    0.000 cbook.py:1860(_str_equal)
    31300    0.018    0.000    0.025    0.000 cbook.py:1871(_str_lower_equal)
     7200    0.002    0.000    0.002    0.000 cbook.py:192(__iter__)
   518700    0.552    0.000    1.068    0.000 cbook.py:2020(_setattr_cm)
      600    0.001    0.000    0.001    0.000 cbook.py:2065(__init__)
     6400    0.006    0.000    0.010    0.000 cbook.py:2315(_is_torch_array)
     6400    0.007    0.000    0.007    0.000 cbook.py:2327(_is_jax_array)
     6400    0.005    0.000    0.005    0.000 cbook.py:2351(_is_tensorflow_array)
     9600    0.010    0.000    0.036    0.000 cbook.py:2368(_unpack_to_numpy)
    91350    0.144    0.000    0.212    0.000 cbook.py:259(__init__)
     9600    0.025    0.000    0.093    0.000 cbook.py:293(connect)
     6600    0.005    0.000    0.062    0.000 cbook.py:305(_connect_picklable)
      600    0.005    0.000    0.007    0.000 cbook.py:317(_remove_proxy)
      600    0.007    0.000    0.016    0.000 cbook.py:330(disconnect)
   466625    0.524    0.000    0.852    0.000 cbook.py:348(process)
     1200    0.001    0.000    0.001    0.000 cbook.py:370(blocked)
      600    0.000    0.000    0.000    0.000 cbook.py:390(<dictcomp>)
      800    0.000    0.000    0.000    0.000 cbook.py:564(is_scalar_or_string)
     1200    0.003    0.000    0.037    0.000 cbook.py:597(_get_data_path)
     1800    0.005    0.000    0.015    0.000 cbook.py:800(__init__)
     1800    0.000    0.000    0.000    0.000 cbook.py:802(<dictcomp>)
   180200    0.124    0.000    0.379    0.000 cbook.py:871(get_siblings)
  1154510    4.883    0.000   22.551    0.000 clip_grad.py:107(<listcomp>)
  1154510   54.487    0.000  233.638    0.000 clip_grad.py:120(_clip_grads_with_norm_)
  1154510    5.398    0.000    5.398    0.000 clip_grad.py:157(<listcomp>)
  1154510   10.834    0.000  764.623    0.001 clip_grad.py:185(clip_grad_norm_)
  1154510   12.581    0.000   12.581    0.000 clip_grad.py:230(<listcomp>)
3463530/1154510   39.764    0.000  791.429    0.001 clip_grad.py:41(_no_grad_wrapper)
  1154510   17.045    0.000  326.501    0.000 clip_grad.py:49(_get_total_norm)
      600    0.002    0.000    0.009    0.000 cm.py:284(_ensure_cmap)
     1200    0.002    0.000    0.005    0.000 cm.py:94(__getitem__)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:319(decode)
      600    0.001    0.000    0.004    0.000 colorizer.py:120(to_rgba)
      600    0.002    0.000    0.003    0.000 colorizer.py:161(_pass_image_data)
      600    0.003    0.000    0.013    0.000 colorizer.py:226(_set_cmap)
      600    0.004    0.000    0.008    0.000 colorizer.py:249(set_clim)
      600    0.002    0.000    0.035    0.000 colorizer.py:53(__init__)
     4800    0.001    0.000    0.001    0.000 colorizer.py:87(norm)
      600    0.003    0.000    0.019    0.000 colorizer.py:91(norm)
     1200    0.000    0.000    0.000    0.000 colors.py:207(_sanitize_extrema)
      600    0.002    0.000    0.005    0.000 colors.py:2141(__init__)
     1200    0.000    0.000    0.000    0.000 colors.py:2175(vmin)
     1200    0.000    0.000    0.000    0.000 colors.py:2186(vmax)
   272150    0.131    0.000    0.253    0.000 colors.py:219(_is_nth_color)
    68825    0.042    0.000    0.219    0.000 colors.py:224(is_color_like)
    11125    0.004    0.000    0.005    0.000 colors.py:237(_has_alpha_channel)
    68825    0.426    0.000    0.657    0.000 colors.py:243(_check_color_like)
   203325    0.177    0.000    0.418    0.000 colors.py:278(to_rgba)
      600    0.002    0.000    0.004    0.000 colors.py:419(to_rgba_array)
     1200    0.002    0.000    0.003    0.000 colors.py:815(__copy__)
     1200    0.001    0.000    0.003    0.000 colors.py:998(copy)
        1    0.000    0.000    0.001    0.001 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:11(load)
        1    0.000    0.000    0.000    0.000 config.py:19(save)
 26626670   23.805    0.000   36.741    0.000 container.py:237(__iter__)
 26626670   77.622    0.000 2629.629    0.000 container.py:245(forward)
   282000    0.274    0.000    0.314    0.000 contextlib.py:102(__init__)
282000/261150    0.130    0.000    1.613    0.000 contextlib.py:130(__enter__)
282000/261150    0.178    0.000    1.140    0.000 contextlib.py:139(__exit__)
   282000    0.124    0.000    0.437    0.000 contextlib.py:279(helper)
      600    0.000    0.000    0.000    0.000 contextlib.py:442(_create_exit_wrapper)
     1200    0.001    0.000    0.001    0.000 contextlib.py:452(__init__)
      600    0.001    0.000    0.019    0.000 contextlib.py:482(enter_context)
      600    0.001    0.000    0.002    0.000 contextlib.py:509(_push_cm_exit)
      600    0.001    0.000    0.001    0.000 contextlib.py:514(_push_exit_callback)
     1200    0.000    0.000    0.000    0.000 contextlib.py:530(__enter__)
     1200    0.005    0.000    0.042    0.000 contextlib.py:533(__exit__)
     1200    0.001    0.000    0.001    0.000 contextlib.py:732(__init__)
     1200    0.000    0.000    0.000    0.000 contextlib.py:735(__enter__)
     1200    0.000    0.000    0.000    0.000 contextlib.py:738(__exit__)
   304275    0.025    0.000    0.025    0.000 copy.py:107(_copy_immutable)
1383650/26975    1.128    0.000    2.584    0.000 copy.py:128(deepcopy)
  1069475    0.063    0.000    0.063    0.000 copy.py:182(_deepcopy_atomic)
80925/26975    0.240    0.000    2.521    0.000 copy.py:227(_deepcopy_dict)
    26975    0.023    0.000    0.301    0.000 copy.py:237(_deepcopy_method)
   233250    0.104    0.000    0.138    0.000 copy.py:243(_keep_alive)
   351105    0.530    0.000    1.494    0.000 copy.py:259(_reconstruct)
   215800    0.044    0.000    0.148    0.000 copy.py:264(<genexpr>)
   684180    0.731    0.000    1.823    0.000 copy.py:66(copy)
   297155    0.121    0.000    0.172    0.000 copyreg.py:100(__newobj__)
    18400    0.008    0.000    0.011    0.000 copyreg.py:109(_slotnames)
    41100    0.012    0.000    0.018    0.000 core.py:1408(getmask)
     2600    0.002    0.000    0.003    0.000 core.py:624(filled)
    41100    0.019    0.000    0.036    0.000 core.py:6922(is_masked)
     1600    0.003    0.000    0.003    0.000 core.py:713(getdata)
  2309020    0.519    0.000    0.519    0.000 decorators.py:287(graph_break)
      600    0.001    0.000    0.004    0.000 decorators.py:45(wrapper)
        1    0.000    0.000    0.000    0.000 decorators.py:70(disable)
   354150    0.161    0.000    0.248    0.000 enum.py:359(__call__)
   354150    0.087    0.000    0.087    0.000 enum.py:678(__new__)
    53950    0.014    0.000    0.014    0.000 enum.py:786(__reduce_ex__)
    30100    0.007    0.000    0.007    0.000 enum.py:796(name)
    32205    0.007    0.000    0.007    0.000 enum.py:801(value)
  2003501    4.414    0.000   11.517    0.000 env.py:107(get_observation)
  2003501    2.875    0.000    2.875    0.000 env.py:109(<listcomp>)
  1001000    3.657    0.000    7.618    0.000 env.py:111(get_Z)
  1001000    1.690    0.000    3.704    0.000 env.py:120(get_F)
  1001000   58.127    0.000  113.117    0.000 env.py:155(step)
      501   10.892    0.022  884.391    1.765 env.py:202(run_simulation)
     1001    0.121    0.000    0.137    0.000 env.py:81(reset)
  1002001    0.548    0.000    0.548    0.000 env.py:96(get_current_timestep)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1003(__init__)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1008(__call__)
  1154510    4.445    0.000  144.181    0.000 eval_frame.py:1039(_fn)
  2309020    2.217    0.000    2.884    0.000 eval_frame.py:148(_maybe_set_eval_frame)
  1154510    1.594    0.000    1.594    0.000 eval_frame.py:201(_callback_from_stance)
        1    0.000    0.000    0.000    0.000 eval_frame.py:503(nothing)
        3    0.000    0.000    0.000    0.000 eval_frame.py:511(innermost_fn)
        1    0.000    0.000    0.000    0.000 eval_frame.py:591(__init__)
     3800    0.002    0.000    0.006    0.000 figure.py:102(current)
      600    0.005    0.000    0.044    0.000 figure.py:123(__init__)
     1200    0.012    0.000    0.136    0.000 figure.py:156(_get_draw_artists)
     2400    0.002    0.000    0.003    0.000 figure.py:162(<genexpr>)
     1200    0.001    0.000    0.002    0.000 figure.py:163(<lambda>)
      600    0.001    0.000    0.004    0.000 figure.py:1702(sca)
     3800    0.003    0.000    5.220    0.001 figure.py:1708(gca)
      600    0.001    0.000    0.003    0.000 figure.py:1754(_process_projection_requirements)
     1200    0.003    0.000    0.003    0.000 figure.py:220(get_children)
      600    0.001    0.000    0.006    0.000 figure.py:2207(_set_artist_props)
   225900    0.037    0.000    0.037    0.000 figure.py:232(get_figure)
      600    0.026    0.000    0.242    0.000 figure.py:2464(__init__)
      600    0.000    0.000    0.000    0.000 figure.py:2658(_check_layout_engines_compat)
     1800    0.004    0.000    0.008    0.000 figure.py:2677(set_layout_engine)
     2400    0.001    0.000    0.001    0.000 figure.py:2744(get_layout_engine)
     2400    0.003    0.000    0.004    0.000 figure.py:2802(axes)
   280700    0.032    0.000    0.032    0.000 figure.py:2854(_get_dpi)
   106000    0.024    0.000    0.024    0.000 figure.py:2857(_set_dpi)
     1200    0.001    0.000    0.001    0.000 figure.py:3000(set_canvas)
